"","eu_rnpa","economic_unit","vessel_rnpa","vessel_name","owner_rnpa","owner_name","hull_identifier","home_port","construction_year","hull_material","preservation_system","gear_type","detection_gear","vessel_type","vessel_length_m","vessel_beam_m","vessel_height_m","vessel_draft_m","vessel_gross_tonnage","captain_num","engineer_num","s_fisher_num","engine_power_hp","engine_power_bin_hp","design_speed_kt"
"451","2508011224","PESQUERA CAMATUN, SA DE CV","00056044","MARIAISABEL1","2508011224","PESQUERA CAMATUN, SA DE CV","2503194233-9","MAZATLAN","1990","ACERO","REFRIGERACIÓN","ARRASTRE","ORBIMAGEN (FOTO SATELITAL)","COMERCIAL","41.1","10.6","6","0","339","1","1","4",2250,2200,12.3870927764534
"452","0601002124","MARATUN SA DE CV","00046482","MARIADELIAANTESGABIERO","0601002124","MARATUN SA DE CV","6011647333","MANZANILLO","1971","ACERO","REFRIGERACIÓN","CERCO","HELICOPTERO","COMERCIAL","56.71","12.02","8.83","4.88","896","1","4","2",2850,2600,12.8586570676308
"453","2508009566","PESQUERA MARBEA, SA DE CV","00046185","MARIABEATRIZ","2508009566","PESQUERA MARBEA, SA DE CV","2503167033-1","MAZATLAN","1969","ACERO","REFRIGERACIÓN","ARRASTRE","ORBIMAGEN (FOTO SATELITAL)","COMERCIAL","53.64","10.97","5.25","0","750","1","1","3",2875,2875,12.8779719377443
"454","2508009566","PESQUERA MARBEA, SA DE CV","00001198","MARIAGUADALUPE","2508009566","PESQUERA MARBEA, SA DE CV","2503181133-5","MAZATLAN","1975","ACERO","REFRIGERACIÓN","ARRASTRE","ORBIMAGEN (FOTO SATELITAL)","COMERCIAL","55.17","10","7.54","0","680","1","1","3",2875,2875,12.8779719377443
"455","0705004364","PESCA CHIAPAS SA DE CV","00041509","JAGUAR","0705004364","PESCA CHIAPAS SA DE CV","0701B122336","CHIAPAS","1982","ACERO","HIELO","CERCO","HELICOPTERO | SONAR | VIDEOSONDA","COMERCIAL","50.4","10.9","5.2","0","680","1","1","8",2875,2875,12.8779719377443
"456","2508008238","PESCA AZTECA, SA DE CV","00055012","AZTECA10","2508008238","PESCA AZTECA, SA DE CV","2503036433-5","MAZATLAN","1989","ACERO","CONGELACIÓN | SALMUERA","CERCO","ECOSONDA | HELICOPTERO | SONAR","COMERCIAL","77.6","13.6","4.9","4.9","1200","1","2","2",6000,3600,15.0821362300578
"457","0601002116","MARTUNA SA DE CV","00043018","MARIALUISA","0601002116","MARTUNA SA DE CV","6010012338","MANZANILLO","1984","ACERO","REFRIGERACIÓN","CERCO","HELICOPTERO","COMERCIAL","70.1","12.8","5.63","5.63","1089","1","4","2",3600,3600,13.4264924287807
"458","0601002124","MARATUN SA DE CV","00039602","MARIAVERONICA","0601002124","MARATUN SA DE CV","6010013335","MANZANILLO","1982","ACERO","REFRIGERACIÓN","CERCO","HELICOPTERO","COMERCIAL","70","13.01","5.7","6.7","1089","1","4","1",3600,3600,13.4264924287807
"459","0601002124","MARATUN SA DE CV","00039610","MARIAFERNANDA","0601002124","MARATUN SA DE CV","6010014335","MANZANILLO","1981","ACERO","REFRIGERACIÓN","CERCO","HELICOPTERO","COMERCIAL","71","13","5.85","6.7","1089","1","4","1",3600,3600,13.4264924287807
"460","0203011994","HERSEA SA DE CV","00001644","ARKOSICHIAPAS","0203011994","HERSEA SA DE CV","7019555336","ENSENADA","1974","NO CONSIDERADO","HIELO","CERCO","VIDEOSONDA","COMERCIAL","72","12.2","0","6","0","1","1","0",3600,3600,13.4264924287807
"461","2508008238","PESCA AZTECA, SA DE CV","00054841","AZTECA7","2508008238","PESCA AZTECA, SA DE CV","2503036233-6","MAZATLAN","1982","ACERO","CONGELACIÓN | SALMUERA","CERCO","ECOSONDA | HELICOPTERO | SONAR","COMERCIAL","70.7","13.1","8.7","8.7","1100","1","2","2",4000,3600,13.7195155336923
"462","2508008238","PESCA AZTECA, SA DE CV","00042226","AZTECA1","2508008238","PESCA AZTECA, SA DE CV","2503035533-3","MAZATLAN","1980","ACERO","CONGELACIÓN | SALMUERA","CERCO","ECOSONDA | HELICOPTERO | SONAR","COMERCIAL","67.4","12.1","6.83","6.4","850","1","2","2",3600,3600,13.4264924287807
"463","2508008238","PESCA AZTECA, SA DE CV","00042234","AZTECA2","2508008238","PESCA AZTECA, SA DE CV","2503035633-8","MAZATLAN","1980","ACERO","CONGELACIÓN | SALMUERA","CERCO","ECOSONDA | HELICOPTERO | SONAR","COMERCIAL","68.2","12.8","13.2","13.2","930","1","2","2",3600,3600,13.4264924287807
"464","2508008238","PESCA AZTECA, SA DE CV","00040444","AZTECA4","2508008238","PESCA AZTECA, SA DE CV","2503035833-4","MAZATLAN","1983","ACERO","CONGELACIÓN | SALMUERA","CERCO","ECOSONDA | HELICOPTERO | SONAR","COMERCIAL","69.65","12.9","8.7","4.5","890","1","2","2",3600,3600,13.4264924287807
"465","2508008238","PESCA AZTECA, SA DE CV","00045930","AZTECA8","2508008238","PESCA AZTECA, SA DE CV","2503036133-5","MAZATLAN","1985","ACERO","CONGELACIÓN | SALMUERA","CERCO","ECOSONDA | HELICOPTERO | SONAR","COMERCIAL","73.1","12.8","8.3","4.5","980","1","2","2",4000,3600,13.7195155336923
"466","2508008238","PESCA AZTECA, SA DE CV","00042960","AZTECA9","2508008238","PESCA AZTECA, SA DE CV","2503036333-9","MAZATLAN","1979","ACERO","CONGELACIÓN | SALMUERA","CERCO","ECOSONDA | HELICOPTERO | SONAR","COMERCIAL","50.3","10.9","5.1","4.4","550","1","2","2",3070,3000,13.0277118771029
"467","2508008238","PESCA AZTECA, SA DE CV","00043059","MAZATUN","2508008238","PESCA AZTECA, SA DE CV","2503135733-1","MAZATLAN","1982","ACERO","CONGELACIÓN | SALMUERA","CERCO","ECOSONDA | HELICOPTERO | SONAR","COMERCIAL","71","13","8.3","4.5","980","1","2","2",3600,3600,13.4264924287807
"468","2508008238","PESCA AZTECA, SA DE CV","00055939","ELDORADO","2508008238","PESCA AZTECA, SA DE CV","2503181633-9","MAZATLAN","1982","ACERO","CONGELACIÓN | SALMUERA","CERCO","ECOSONDA | HELICOPTERO | SONAR","COMERCIAL","80.9","12.5","5.7","4.3","1200","1","2","2",3600,3600,13.4264924287807
"469","2508008238","PESCA AZTECA, SA DE CV","00041277","CLIPPERTON","2508008238","PESCA AZTECA, SA DE CV","2503193533-2","MAZATLAN","1982","ACERO","CONGELACIÓN | SALMUERA","CERCO","ECOSONDA | HELICOPTERO | SONAR","COMERCIAL","71","13","8.3","8.3","980","1","2","2",3600,3600,13.4264924287807
"470","2508008238","PESCA AZTECA, SA DE CV","00043422","AZTECA5","2508008238","PESCA AZTECA, SA DE CV","2503035933-3","MAZATLAN","1985","ACERO","CONGELACIÓN | SALMUERA","CERCO","ECOSONDA | HELICOPTERO | SONAR","COMERCIAL","69.2","12.9","8.4","6.7","930","1","2","2",3600,3600,13.4264924287807
"471","2508008238","PESCA AZTECA, SA DE CV","00045237","AZTECA6","2508008238","PESCA AZTECA, SA DE CV","2503036033-3","MAZATLAN","1986","ACERO","CONGELACIÓN | SALMUERA","CERCO","ECOSONDA | HELICOPTERO | SONAR","COMERCIAL","69.3","12.7","5.3","4.5","930","1","2","2",3600,3600,13.4264924287807
"472","2508008238","PESCA AZTECA, SA DE CV","00038497","AZTECA3","2508008238","PESCA AZTECA, SA DE CV","2503035733-3","MAZATLAN","1982","ACERO","CONGELACIÓN | SALMUERA","CERCO","ECOSONDA | HELICOPTERO | SONAR","COMERCIAL","61.88","13.1","8.6","8.6","1100","1","2","2",3600,3600,13.4264924287807
"473","2508008238","PESCA AZTECA, SA DE CV","00056077","FRANZ","2508008238","PESCA AZTECA, SA DE CV","2503196533-9","MAZATLAN","2006","ACERO","CONGELACIÓN | SALMUERA","CERCO","ECOSONDA | HELICOPTERO | SONAR","COMERCIAL","78.3","13.6","8","4.3","1200","1","2","2",5000,3600,14.4221789710817
"474","2508008238","PESCA AZTECA, SA DE CV","00056119","HANNA","2508008238","PESCA AZTECA, SA DE CV","2503197133-2","MAZATLAN","2006","ACERO","CONGELACIÓN | SALMUERA","CERCO","ECOSONDA | HELICOPTERO | SONAR","COMERCIAL","78.33","13.64","8.06","4.3","1210","1","2","2",5000,3600,14.4221789710817
"475","3010003014","INMOBILIARIA OFFSHORE SA DE CV","00066258","WAHOO","3010003014","INMOBILIARIA OFFSHORE SA DE CV","30017609237","TUXPAN","1967","ACERO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","20.2","6.15","3.32","3","45","1","1","0",402,402,10.8380754339523
"476","3010002669","K & B TUNA SA DE CV","00066241","OTORO","3010002669","K & B TUNA SA DE CV","30017610239","TUXPAN","1987","ACERO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","22.22","6.82","2.86","3","40","1","1","0",540,525,10.9587877089223
"477","0203014204","KIMA CORPORATION SA DE CV","00047701","ALEXA","0203014204","KIMA CORPORATION SA DE CV","2012587236","ENSENADA","1992","ACERO","REFRIGERACIÓN","OTRO","VIDEOSONDA","COMERCIAL","17.44","5.36","2.9","0","23","1","1","0",365,365,10.8055722873817
"478","2508006778","PESQUERA JUSAJELI, SA DE CV","00056085","DONAGUSTIN9","2508006778","PESQUERA JUSAJELI, SA DE CV","25031963231","MAZATLAN","1975","ACERO","REFRIGERACIÓN","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","24.8","7","3.4","2","64","1","1","2",540,525,10.9587877089223
"479","2508005382","PESCA INDUSTRIAL MAROS, SA DE CV","00050500","AGUILA1","2508005382","PESCA INDUSTRIAL MAROS, SA DE CV","2601058823-8","PUERTO PEÑASCO","1999","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","26.67","6.8","3.66","0","55","1","1","4",671,650,11.0726244359702
"480","2508005382","PESCA INDUSTRIAL MAROS, SA DE CV","00050492","LEON1","2508005382","PESCA INDUSTRIAL MAROS, SA DE CV","2601058923-8","PUERTO PEÑASCO","1999","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","26.67","6.8","3.66","0","55","1","1","4",671,650,11.0726244359702
"481","2607003130","JOSE L MONTIJO DOMINGUEZ","00043646","BORRASCOSO2","2607003130","JOSE L MONTIJO DOMINGUEZ","26010733232","PUERTO PEÑASCO","1987","ACERO","HIELO | REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.23","6.27","3.3","2","17","1","1","0",540,525,10.9587877089223
"482","2604005542","INSTITUTO NACIONAL DE PESCA","00049635","BIP11","2604005542","INSTITUTO NACIONAL DE PESCA","26022973258","MAZATLAN","1980","ACERO","HIELO","CERCO","VIDEOSONDA","INVESTIGACION","19.9","7.29","3.72","4","0","1","1","0",500,500,10.9238823478233
"483","3105008274","FRANCISCO  MIGUEL  RAVELO  MARTINEZ","00026690","ELENA","3105008274","FRANCISCO  MIGUEL  RAVELO  MARTINEZ","31011241232","PROGRESO","1988","MADERA","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","11.95","3.41","1.1","1","30","1","1","1",110,110,10.5799741640481
"484","2508004906","SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA DE ALTURA CASTILLOS DE CORAL, SC DE RL DE CV","00011031","SABALO","2508004906","SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA DE ALTURA CASTILLOS DE CORAL, SC DE RL DE CV","25030314231","MAZATLAN","1958","ACERO","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL","18.2","5.13","1.94","0","0","1","1","1",150,150,10.6155457415303
"485","2508008501","PESQUERA ZULEMA, SA DE CV","00018416","LANINA","2508008501","PESQUERA ZULEMA, SA DE CV","25030586238","MAZATLAN","1977","ACERO","CONGELACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","21.94","6.1","3.36","0","40.12","1","2","0",402,402,10.8380754339523
"486","2508005846","PESQUERA 15 DE SEPTIEMBRE, SA DE CV","00015958","CHUBASCO","2508005846","PESQUERA 15 DE SEPTIEMBRE, SA DE CV","2503043023-6","MAZATLAN","1958","ACERO","CONGELACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","20.12","5.5","2.53","0","3.5","1","1","2",287,275,10.7368606033469
"487","0705002988","DISTRIBUIDORA DE MARISCOS DEL SUR SA DE CV","00012450","PROPEMEXSC39","0705002988","DISTRIBUIDORA DE MARISCOS DEL SUR SA DE CV","20030094234","SALINA CRUZ","1972","ACERO","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL","22","6","0","2","0","1","1","0",220,200,10.6776315833374
"488","2508006166","PESQUERA VIRGEN DE LORETO, SA DE CV","00015818","TRITON","2508006166","PESQUERA VIRGEN DE LORETO, SA DE CV","2503022823-8","MAZATLAN","1962","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","18.7","5.4","2.1","3","27.44","1","1","0",240,225,10.6953319597217
"489","2508008444","PESQUERA DAVID´S SA DE CV","00018101","DAVIDS","2508008444","PESQUERA DAVID´S SA DE CV","2503044123-7","MAZATLAN","1980","ACERO","CONGELACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","21.94","6.4","3.75","0","48","1","2","0",385,375,10.8231488158486
"490","2508005879","PESQUERA JALILI, SA DE CV","00014514","MAZATLECO","2508005879","PESQUERA JALILI, SA DE CV","2503051823-3","MAZATLAN","1960","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.12","5.5","2.53","0","77.46","1","1","0",220,200,10.6776315833374
"491","2508005879","PESQUERA JALILI, SA DE CV","00014480","GOLFODECALIFORNIA","2508005879","PESQUERA JALILI, SA DE CV","2503052423-5","MAZATLAN","1963","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.1","4.2","3.4","0","64.97","1","1","0",380,375,10.8187562852135
"492","2508006778","PESQUERA JUSAJELI, SA DE CV","00014324","PEZDEACERO1","2508006778","PESQUERA JUSAJELI, SA DE CV","2503068523-8","MAZATLAN","1961","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.12","5.5","1.53","2.4","39.6","1","1","2",240,225,10.6953319597217
"493","2508006778","PESQUERA JUSAJELI, SA DE CV","00014894","DAVIDC","2508006778","PESQUERA JUSAJELI, SA DE CV","2503199023-8","MAZATLAN","1982","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.17","5.48","2.26","2.4","30.6","1","1","2",220,200,10.6776315833374
"494","3011012345","COMPAÑIA PESQUERA MEXICANA SA DE CV","00043208","TABASCO593","3011012345","COMPAÑIA PESQUERA MEXICANA SA DE CV","30020913236","VERACRUZ","1984","ACERO","CONGELACIÓN","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","17.8","5.7","2.87","3","0","1","1","0",220,200,10.6776315833374
"495","2508006786","PESQUERA BAHIA DE MATANCHEN SA DE CV","00011429","DONNIELEE","2508006786","PESQUERA BAHIA DE MATANCHEN SA DE CV","25030435235","MAZATLAN","1972","ACERO","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL","20.21","5.5","2.03","0","0","1","1","1",220,200,10.6776315833374
"496","2604004883","TERESITA DE JESUS ESPINOZA MENDIVIL","00017426","PROPEMEXM7","2604004883","TERESITA DE JESUS ESPINOZA MENDIVIL","26020305231","YAVAROS","1976","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","18.7","5.5","2.8","1.95","22","1","1","2",220,200,10.6776315833374
"497","2808005579","PEDRO GOMEZ VALLADARES","00064865","POLARIS","2808005579","PEDRO GOMEZ VALLADARES","2804056523-0","TAMPICO","1995","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","18.9","5.65","2.65","3","9","1","1","1",320,300,10.7659626405452
"498","2604008454","PESQUERA ATLANTIS SA DE CV","00022947","LIBERACION1","2604008454","PESQUERA ATLANTIS SA DE CV","26020258234","GUAYMAS","1976","NO CONSIDERADO","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL","20","6","0","3","0","1","1","0",225,225,10.6820582789152
"499","2604009023","MARIA ISABEL RODRIGUEZ DIAZ","00021261","PAWLING2","2604009023","MARIA ISABEL RODRIGUEZ DIAZ","26020291233","GUAYMAS","1968","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.47","6.1","3.25","3","20","1","1","1",225,225,10.6820582789152
"500","2604011409","GEOMAR PESQUERA SA DE CV","00023168","GEOMAR3","2604011409","GEOMAR PESQUERA SA DE CV","2602041923-9","GUAYMAS","1976","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.47","6.1","3.15","1.98","30","1","1","1",225,225,10.6820582789152
"501","2005000068","SCPP SANTA CRUZ SC DE RL","00012716","SANTACRUZ8","2005000068","SCPP SANTA CRUZ SC DE RL","20030054237","SALINA CRUZ","1974","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21","5.8","3.04","3.5","30","1","1","3",365,365,10.8055722873817
"502","2511000099","SCPP PESCADORES DEL FARALLON SCL","00019174","COOPERATIVAFARALLON2","2511000099","SCPP PESCADORES DEL FARALLON SCL","25010525235","TOPOLOBAMPO","1976","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.6","6","3","2","70","1","1","1",365,365,10.8055722873817
"503","2511001691","SAUL GABRIEL DIAZ VEGA","00019398","COOPGABRIELGUTIERREZ11","2511001691","SAUL GABRIEL DIAZ VEGA","25014658237","TOPOLOBAMPO","1974","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.72","6","0","3","0","1","1","0",425,425,10.8582506253683
"504","2508006166","PESQUERA VIRGEN DE LORETO, SA DE CV","00015875","KARLAJOSEFINA","2508006166","PESQUERA VIRGEN DE LORETO, SA DE CV","2503011523-1","MAZATLAN","1967","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","17.9","5.5","1.9","1.9","27.44","1","1","0",240,225,10.6953319597217
"505","2508008428","PESQUERA CONDOR, SA DE CV","00011148","ELCONDOR","2508008428","PESQUERA CONDOR, SA DE CV","2503015723-8","MAZATLAN","1959","ACERO","CONGELACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","20","6","3","0","30.12","1","2","0",365,365,10.8055722873817
"506","2508005879","PESQUERA JALILI, SA DE CV","00015743","ELMOFLES","2508005879","PESQUERA JALILI, SA DE CV","2503029723-0","MAZATLAN","1974","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22","6","4","0","92.4","1","1","0",240,225,10.6953319597217
"507","2508000789","SCPP ARTICULO 27 CONSTITUCIONAL, SC DE RL DE CV","00015289","ARTICULO27CONSTITUCIONAL9","2508000789","SCPP ARTICULO 27 CONSTITUCIONAL, SC DE RL DE CV","2503033223-1","MAZATLAN","1974","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.21","5.72","3.06","0","0","1","1","2",240,225,10.6953319597217
"508","2508005648","PESQUERIA 15 DE SEPTIEMBRE, SA DE CV","00017335","CHAPO","2508005648","PESQUERIA 15 DE SEPTIEMBRE, SA DE CV","25030432236","MAZATLAN","1969","ACERO","REFRIGERACIÓN | CONGELACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","20.21","5.62","3.06","3.42","65","1","1","2",365,365,10.8055722873817
"509","2508005648","PESQUERIA 15 DE SEPTIEMBRE, SA DE CV","00017327","JOE","2508005648","PESQUERIA 15 DE SEPTIEMBRE, SA DE CV","25030448234","MAZATLAN","1970","ACERO","REFRIGERACIÓN | CONGELACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","20.21","5.7","3","3","62","1","1","2",365,365,10.8055722873817
"510","2508005879","PESQUERA JALILI, SA DE CV","00017764","MORELOS1","2508005879","PESQUERA JALILI, SA DE CV","2503052023-4","MAZATLAN","1974","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.21","5.72","3.06","0","80.92","1","1","0",240,225,10.6953319597217
"511","2508007362","PESQUERA NACOZARI SA DE CV","00017756","MORELOS2","2508007362","PESQUERA NACOZARI SA DE CV","2503062223-3","MAZATLAN","1974","ACERO","CONGELACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","20.12","5.5","3","0","30.12","1","2","0",365,365,10.8055722873817
"512","2508008469","PESQUERA CRUZ DE LORETO, SA DE CV","00015487","MARTE","2508008469","PESQUERA CRUZ DE LORETO, SA DE CV","2503062623-2","MAZATLAN","1966","ACERO","CONGELACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","19.5","5.5","2.65","0","30.12","1","2","0",365,365,10.8055722873817
"513","2508005879","PESQUERA JALILI, SA DE CV","00016725","SANTAROSA","2508005879","PESQUERA JALILI, SA DE CV","2503070223-5","MAZATLAN","1973","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.2","5.5","3","3","77.8","1","1","0",240,225,10.6953319597217
"514","2508005507","PESCA MAR Y SOL, SA DE CV","00016618","SANJUAN","2508005507","PESCA MAR Y SOL, SA DE CV","25030727239","MAZATLAN","1963","ACERO","REFRIGERACIÓN","PALANGRE","VIDEOSONDA","COMERCIAL","20","5.5","2.53","2.53","120","1","1","0",365,365,10.8055722873817
"515","2508007909","PESQUERA ABEL NOE, SA DE CV","00015115","DEAGOSTO121","2508007909","PESQUERA ABEL NOE, SA DE CV","2503075523-3","MAZATLAN","1973","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.21","5.72","1.86","0","14.89","1","1","4",240,225,10.6953319597217
"516","2604008686","PESQUERA PELICANOS SA DE CV","00050096","ALMAROSA","2604008686","PESQUERA PELICANOS SA DE CV","26020095239","GUAYMAS","1974","NO CONSIDERADO","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL","16.5","5","0","2.6","0","1","1","0",240,225,10.6953319597217
"517","2604008637","MARIO ALBERTO RODRIGUEZ VILLALEJOS","00019927","TRIBUSERI","2604008637","MARIO ALBERTO RODRIGUEZ VILLALEJOS","26020213236","GUAYMAS","1971","NO CONSIDERADO","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL","22","6","0","3","0","1","1","0",240,225,10.6953319597217
"518","2604010716","ANTONIA APODACA RIVERA","00020545","MARDECORTES4","2604010716","ANTONIA APODACA RIVERA","26021006236","GUAYMAS","1975","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.4","6.1","3.1","3","30","1","1","0",365,365,10.8055722873817
"519","2508011182","PESCA INTEGRA DE ALTA MAR, SA DE CV","00016014","MARIANOPEREZ2","2508011182","PESCA INTEGRA DE ALTA MAR, SA DE CV","2503073123-9","MAZATLAN","1978","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.6","5.7","3.05","0","89.08","1","1","0",365,365,10.8055722873817
"520","2604005542","INSTITUTO NACIONAL DE PESCA","00055921","UNICAP16","2604005542","INSTITUTO NACIONAL DE PESCA","25031410258","MAZATLAN","1983","FIBRA DE VIDRIO","HIELO","PESCA MULTIPLE","VIDEOSONDA","INVESTIGACION","14.9","4.9","1.9","1.9","0","1","1","1",405,402,10.8407082618441
"521","2607003676","SOC. COOP. DE PROD. PESQ. Y ACUICOLA DE RIBERA Y ALTAMAR PESQUERA MAR DEL PACIFICO, S.C.L.","00025577","PUNTAESTRELLA","2607003676","SOC. COOP. DE PROD. PESQ. Y ACUICOLA DE RIBERA Y ALTAMAR PESQUERA MAR DEL PACIFICO, S.C.L.","26010410238","PUERTO PEÑASCO","1969","ACERO","HIELO | REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","19.57","6.71","3.45","2","17","1","1","0",365,365,10.8055722873817
"522","2604007514","PESQUERA JESPA SA DE CV","00018648","ADRY","2604007514","PESQUERA JESPA SA DE CV","26020196231","GUAYMAS","1970","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.21","5.71","2.91","3","21.27","1","1","0",280,275,10.7306814650762
"523","2607003387","PESQUERA PUNTA PEÑASCO SA DE CV","00049650","VIKINGO1","2607003387","PESQUERA PUNTA PEÑASCO SA DE CV","2601059023-2","PUERTO PEÑASCO","1999","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.5","7.46","3.65","4","20","1","1","0",615,600,11.0240510905885
"524","0705003143","PESQUERA MARIMAR SA DE CV","00013193","MARIMAR2","0705003143","PESQUERA MARIMAR SA DE CV","7018662236","PUERTO MADERO","1974","ACERO","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL","22","6","0","3","0","1","1","0",305,300,10.7527402071528
"525","2508005879","PESQUERA JALILI, SA DE CV","00060632","MOFLES4","2508005879","PESQUERA JALILI, SA DE CV","2503179723-9","MAZATLAN","1980","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.38","5.73","3.29","0","81.74","1","1","0",313,300,10.7597933674017
